year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2013,290000,52000,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LX Minor
2013,320000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI BS IV
2005,100000,124000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI
2008,110000,120000,Petrol,Individual,Manual,Third Owner,Maruti,Alto LX BSIII
2019,680000,40000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2004,37500,90000,Petrol,Individual,Manual,Second Owner,Maruti,800 Std
2011,200000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2005,56000,23000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI
2011,150000,40000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2018,200000,35000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 LXI
2019,1000000,15000,Diesel,Individual,Manual,First Owner,Maruti,Ertiga 1.5 VDI
2015,470000,170000,Diesel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI
2017,415000,20000,Petrol,Individual,Manual,First Owner,Maruti,Celerio ZXI
2005,95000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto STD
2012,400000,70000,Diesel,Individual,Manual,First Owner,Maruti,Swift LDI
2008,114999,66782,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX
2006,75000,130000,Petrol,Individual,Manual,First Owner,Maruti,Alto LX
2014,195000,75000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC
2015,155000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 Base
2000,65000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi
2012,225000,90000,Diesel,Individual,Manual,Second Owner,Maruti,Ritz VDi
2009,110000,83000,Petrol,Individual,Manual,Second Owner,Maruti,800 AC BSIII
